|Posición|Descripcion|conc
1800|291739|Ácidos policarboxílicos aromáticos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y ...|291739 - Ácidos policarboxílicos aromáticos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y ...
1801|291811|Ácido láctico, sus sales y sus ésteres (exc. compuestos inorgánicos u orgánicos de mercurio)|291811 - Ácido láctico, sus sales y sus ésteres (exc. compuestos inorgánicos u orgánicos de mercurio)
1802|291812|Ácido tartárico|291812 - Ácido tartárico
1803|291813|Sales y ésteres del ácido tartárico|291813 - Sales y ésteres del ácido tartárico
1804|291814|Ácido cítrico|291814 - Ácido cítrico
1805|291815|Sales y ésteres del ácido cítrico (exc. compuestos inorgánicos u orgánicos de mercurio)|291815 - Sales y ésteres del ácido cítrico (exc. compuestos inorgánicos u orgánicos de mercurio)
1806|291816|Ácido glucónico, sus sales y sus ésteres|291816 - Ácido glucónico, sus sales y sus ésteres
1807|291817|Acido fenilglicolico (acido mandelico), sus sales y sus esteres.|291817 - Acido fenilglicolico (acido mandelico), sus sales y sus esteres.
1808|291818|"Clorobencilato """"ISO"""""""""|"291818 - Clorobencilato """"ISO"""""""""
1809|291819|Ácidos carboxílicos con función alcohol, pero sin otra función oxigenada, sus anhídridos, halogenuros, ...|291819 - Ácidos carboxílicos con función alcohol, pero sin otra función oxigenada, sus anhídridos, halogenuros, ...
1810|291821|Ácido salicílico y sus sales (exc. compuestos inorgánicos u orgánicos de mercurio)|291821 - Ácido salicílico y sus sales (exc. compuestos inorgánicos u orgánicos de mercurio)
1811|291822|Ácido o-acetilsalicílico, sus sales y sus ésteres|291822 - Ácido o-acetilsalicílico, sus sales y sus ésteres
1812|291823|Ésteres del ácido salicílico y sus sales|291823 - Ésteres del ácido salicílico y sus sales
1813|291829|Ácidos carboxílicos con función fenol, pero sin otra función oxigenada, sus anhídridos, halogenuros, ...|291829 - Ácidos carboxílicos con función fenol, pero sin otra función oxigenada, sus anhídridos, halogenuros, ...
1814|291830|Ácidos carboxílicos con función aldehído o cetona, pero sin otra función oxigenada, sus anhídridos, ...|291830 - Ácidos carboxílicos con función aldehído o cetona, pero sin otra función oxigenada, sus anhídridos, ...
1815|291890|Ácidos carboxílicos con funciones oxigenadas suplementarias y sus anhídridos, halogenuros, ...|291890 - Ácidos carboxílicos con funciones oxigenadas suplementarias y sus anhídridos, halogenuros, ...
1816|291891|"2,4,5-T """"ISO"""" """"2,4,5- tricloropenoxiacetico"""", sus sales y éteres"""""|"291891 - 2,4,5-T """"ISO"""" """"2,4,5- tricloropenoxiacetico"""", sus sales y éteres"""""
1817|291899|Ácido carboxilico con función de oxigeno adicional y sus anidridos, halidos, peroxidos y peroxácidos; ...|291899 - Ácido carboxilico con función de oxigeno adicional y sus anidridos, halidos, peroxidos y peroxácidos; ...
1818|291900|Ésteres fosfóricos y sus sales, incl. los lactofosfatos; sus derivados halogenados, sulfonados, ...|291900 - Ésteres fosfóricos y sus sales, incl. los lactofosfatos; sus derivados halogenados, sulfonados, ...
1819|291910|"Tris """"2,3-dibromopropil"""" fosfato"""""|"291910 - Tris """"2,3-dibromopropil"""" fosfato"""""
1820|291990|"Ésteres fóricos y sus sales, inclu. lactofosfatos, sus halogenados, sulfatos, nitratos y derivados ..."""|"291990 - Ésteres fóricos y sus sales, inclu. lactofosfatos, sus halogenados, sulfatos, nitratos y derivados ..."""
1821|292010|"Ésteres tiofosfóricos """"fosforotioatos"""" y sus sales; sus derivados halogenados, sulfonados, ..."""|"292010 - Ésteres tiofosfóricos """"fosforotioatos"""" y sus sales; sus derivados halogenados, sulfonados, ..."""
1822|292011|"Paración """"ISO"""" y paración methyl """"ISO"""""""""|"292011 - Paración """"ISO"""" y paración methyl """"ISO"""""""""
1823|292019|"Ésteres tiofosfóricos """"fosforotioatos"""" y sus sales; sus derivados halogenados, sulfonados, ..."""|"292019 - Ésteres tiofosfóricos """"fosforotioatos"""" y sus sales; sus derivados halogenados, sulfonados, ..."""
1824|292021|fosfito de dimetilo|292021 - fosfito de dimetilo
1825|292022|fosfito de dietilo|292022 - fosfito de dietilo
1826|292023|fosfito de trimetilo|292023 - fosfito de trimetilo
1827|292024|Fosfito de trietilo|292024 - Fosfito de trietilo
1828|292029|ésteres de fosfito y sus sales; sus derivados halogenados, sulfonados, nitrados o nitrosados ...|292029 - ésteres de fosfito y sus sales; sus derivados halogenados, sulfonados, nitrados o nitrosados ...
1829|292030|"El endosulfán """"ISO"""""""""|"292030 - El endosulfán """"ISO"""""""""
1830|292090|"Ésteres de ácidos inorgánicos de los no metales y sus sales; sus derivados halogenados, sulfonados, ..."""|"292090 - Ésteres de ácidos inorgánicos de los no metales y sus sales; sus derivados halogenados, sulfonados, ..."""
1831|292111|Mono-, di- o trimetilamina y sus sales|292111 - Mono-, di- o trimetilamina y sus sales
1832|292112|Dietilamina y sus sales|292112 - Dietilamina y sus sales
1833|292113|"2- """"N, N-dietilamino"""" clorhidrato de cloruro de etilo"""""|"292113 - 2- """"N, N-dietilamino"""" clorhidrato de cloruro de etilo"""""
1834|292114|2- (N, N-diisopropilamino) de clorhidrato de cloruro de etilo|292114 - 2- (N, N-diisopropilamino) de clorhidrato de cloruro de etilo
1835|292119|Monoaminas acíclicas y sus derivados; sales de estos productos (exc. mono-, di- o trimetilamina, ...|292119 - Monoaminas acíclicas y sus derivados; sales de estos productos (exc. mono-, di- o trimetilamina, ...
1836|292121|Etilendiamina y sus sales|292121 - Etilendiamina y sus sales
1837|292122|Hexametilendiamina y sus sales|292122 - Hexametilendiamina y sus sales
1838|292129|Poliaminas acíclicas y sus derivados; sales de estos productos (exc. etilendiamina, hexametilendiamina ...|292129 - Poliaminas acíclicas y sus derivados; sales de estos productos (exc. etilendiamina, hexametilendiamina ...
1839|292130|Monoaminas y poliaminas, ciclánicas, ciclénicas o cicloterpénicas, y sus derivados; sales de ...|292130 - Monoaminas y poliaminas, ciclánicas, ciclénicas o cicloterpénicas, y sus derivados; sales de ...
1840|292141|Anilina y sus sales (exc. compuestos inorgánicos u orgánicos de mercurio)|292141 - Anilina y sus sales (exc. compuestos inorgánicos u orgánicos de mercurio)
1841|292142|Derivados de la anilina y sus sales|292142 - Derivados de la anilina y sus sales
1842|292143|Toluidinas y sus derivados; sales de estos productos|292143 - Toluidinas y sus derivados; sales de estos productos
1843|292144|Difenilamina y sus derivados; sales de estos productos|292144 - Difenilamina y sus derivados; sales de estos productos
1844|292145|"1-Naftilamina """"alfa-naftilamina"""", 2-naftilamina """"beta-naftilamina"""" y sus derivados; sales ..."""|"292145 - 1-Naftilamina """"alfa-naftilamina"""", 2-naftilamina """"beta-naftilamina"""" y sus derivados; sales ..."""
1845|292146|"Anfetamina """"DCI"""", benzfetamina """"DCI"""", dexanfetamina """"DCI"""", etilanfetamina """"DCI"""", fencanfamina ..."""|"292146 - Anfetamina """"DCI"""", benzfetamina """"DCI"""", dexanfetamina """"DCI"""", etilanfetamina """"DCI"""", fencanfamina ..."""
1846|292149|"Monoaminas aromáticas y sus derivados; sales de estos productos (exc. anilina, toluidinas, ..."""|"292149 - Monoaminas aromáticas y sus derivados; sales de estos productos (exc. anilina, toluidinas, ..."""
1847|292150|Las demás poliamidas aromáticas, sus sales y derivados.|292150 - Las demás poliamidas aromáticas, sus sales y derivados.
1848|292151|O-, m- y p-Fenilendiamina, diaminotoluenos y sus derivados; sales de estos productos|292151 - O-, m- y p-Fenilendiamina, diaminotoluenos y sus derivados; sales de estos productos
1849|292159|Poliaminas aromáticas y sus derivados; sales de estos productos (exc. o-, m- y p-fenilendiamina, ...|292159 - Poliaminas aromáticas y sus derivados; sales de estos productos (exc. o-, m- y p-fenilendiamina, ...
1850|292211|Monoetanolamina y sus sales|292211 - Monoetanolamina y sus sales
1851|292212|Dietanolamina y sus sales|292212 - Dietanolamina y sus sales
1852|292213|Trietanolamina y sus sales|292213 - Trietanolamina y sus sales
1853|292214|"Dextropropoxifeno """"DCI"""" y sus sales"""""|"292214 - Dextropropoxifeno """"DCI"""" y sus sales"""""
1854|292215|Trietanolamina|292215 - Trietanolamina
1855|292216|sulfonato de perfluorooctano dietanolamonio|292216 - sulfonato de perfluorooctano dietanolamonio
1856|292217|Metildietanolamina y etildietanolamina|292217 - Metildietanolamina y etildietanolamina
1857|292218|"2- """"N, N-diisopropilamino"""" etanol"""""|"292218 - 2- """"N, N-diisopropilamino"""" etanol"""""
1858|292219|"Amino-alcoholes, sus éteres y sus ésteres; sales de estos productos (exc. con otras funciones ..."""|"292219 - Amino-alcoholes, sus éteres y sus ésteres; sales de estos productos (exc. con otras funciones ..."""
1859|292221|Ácidos aminonaftolsulfónicos y sus sales|292221 - Ácidos aminonaftolsulfónicos y sus sales
1860|292222|Anisidinas, dianisidinas, fenetidinas y sus sales|292222 - Anisidinas, dianisidinas, fenetidinas y sus sales
1861|292229|Amino-naftoles y demás amino-fenoles, sus éteres y sus ésteres; sales de estos productos (exc. ...|292229 - Amino-naftoles y demás amino-fenoles, sus éteres y sus ésteres; sales de estos productos (exc. ...
1862|292230|Amini-aldehidos, amino-cetonas y aminoquinones, sin otras funciones oxigenadas, sales de e|292230 - Amini-aldehidos, amino-cetonas y aminoquinones, sin otras funciones oxigenadas, sales de e
1863|292231|"Anfepramona """"DCI"""", metadona """"DCI"""" y normetadona """"DCI""""; sales de estos productos"""""|"292231 - Anfepramona """"DCI"""", metadona """"DCI"""" y normetadona """"DCI""""; sales de estos productos"""""
1864|292239|"Amino-aldehídos, amino-cetonas y amino-quinonas; sales de estos productos (exc. los que contengan ..."""|"292239 - Amino-aldehídos, amino-cetonas y amino-quinonas; sales de estos productos (exc. los que contengan ..."""
1865|292241|Lisina y sus ésteres; sales de estos productos|292241 - Lisina y sus ésteres; sales de estos productos
1866|292242|Ácido glutámico y sus sales|292242 - Ácido glutámico y sus sales
1867|292243|Ácido antranílico y sus sales|292243 - Ácido antranílico y sus sales
1868|292244|"Tilidina """"DCI"""" y sus sales"""""|"292244 - Tilidina """"DCI"""" y sus sales"""""
1869|292249|"Aminoácidos y sus ésteres; sales de estos productos (exc. los que contengan funciones oxigenadas ..."""|"292249 - Aminoácidos y sus ésteres; sales de estos productos (exc. los que contengan funciones oxigenadas ..."""
1870|292250|Amino-alcoholes-fenoles, aminoácidos-fenoles y demás compuestos aminados con funciones oxigenadas ...|292250 - Amino-alcoholes-fenoles, aminoácidos-fenoles y demás compuestos aminados con funciones oxigenadas ...
1871|292310|Colina y sus sales|292310 - Colina y sus sales
1872|292320|Lecitinas y demás fosfoaminolípidos, incl. de constitución química no definida|292320 - Lecitinas y demás fosfoaminolípidos, incl. de constitución química no definida
1873|292330|sulfonato de perfluorooctano tetraetilamonio|292330 - sulfonato de perfluorooctano tetraetilamonio
1874|292340|sulfonato de perfluorooctano didecildimetilamonio|292340 - sulfonato de perfluorooctano didecildimetilamonio
1875|292390|Sales e hidróxidos de amonio cuaternario (exc. colina y sus sales)|292390 - Sales e hidróxidos de amonio cuaternario (exc. colina y sus sales)
1876|292410|Amidas aciclicas y sus derivados; sales de estos productos|292410 - Amidas aciclicas y sus derivados; sales de estos productos
1877|292411|"Meprobamato """"DCI"""""""""|"292411 - Meprobamato """"DCI"""""""""
1878|292412|"Fluoroacetamido """"ISO"""", monocrotofos """"ISO"""" y fosfamidon """"ISO"""""""""|"292412 - Fluoroacetamido """"ISO"""", monocrotofos """"ISO"""" y fosfamidon """"ISO"""""""""
1879|292419|"Amidas acíclicas, incl. los carbamatos, y sus derivados; sales de estos productos (exc. meprobamato ..."""|"292419 - Amidas acíclicas, incl. los carbamatos, y sus derivados; sales de estos productos (exc. meprobamato ..."""
1880|292421|Ureínas y sus derivados; sales de estos productos|292421 - Ureínas y sus derivados; sales de estos productos
1881|292422|Acido 2-acetamidobenzoico|292422 - Acido 2-acetamidobenzoico
1882|292423|"Ácido 2-acetamidobenzoico """"ácido N-acetilantranílico"""" y sus sales"""""|"292423 - Ácido 2-acetamidobenzoico """"ácido N-acetilantranílico"""" y sus sales"""""
1883|292424|"Etinamato """"DCI"""""""""|"292424 - Etinamato """"DCI"""""""""
1884|292425|"Alaclor """"ISO"""""""""|"292425 - Alaclor """"ISO"""""""""
1885|292429|"Amidas cíclicas, incl. los carbamatos, y sus derivados; sales de estos productos (exc. ureínas, ..."""|"292429 - Amidas cíclicas, incl. los carbamatos, y sus derivados; sales de estos productos (exc. ureínas, ..."""
1886|292511|Sacarina y sus sales|292511 - Sacarina y sus sales
1887|292512|"Glutetimida """"DCI"""""""""|"292512 - Glutetimida """"DCI"""""""""
1888|292519|"Imidas y sus derivados; sales de estos productos (exc. sacarina y sus sales; glutetimida """"DCI"""")"""""|"292519 - Imidas y sus derivados; sales de estos productos (exc. sacarina y sus sales; glutetimida """"DCI"""")"""""
1889|292520|Iminas y sus derivados; sales de estos productos|292520 - Iminas y sus derivados; sales de estos productos
1890|292521|"Clorodimoformo """"ISO"""""""""|"292521 - Clorodimoformo """"ISO"""""""""
1891|292529|"Iminas y sus derivados; sales de estos productos (exc. clorodimoformo """"ISO"""")"""""|"292529 - Iminas y sus derivados; sales de estos productos (exc. clorodimoformo """"ISO"""")"""""
1892|292610|Acrilonitrilo|292610 - Acrilonitrilo
1893|292620|"1-Cianoguanidina """"diciandiamida"""""""""|"292620 - 1-Cianoguanidina """"diciandiamida"""""""""
1894|292630|"Fenproporex """"DCI"""" y sus sales; intermediario de la metadona """"DCI"""" """"4-ciano-2-dimetil ..."""|"292630 - Fenproporex """"DCI"""" y sus sales; intermediario de la metadona """"DCI"""" """"4-ciano-2-dimetil ..."""
1895|292640|alfa-fenilacetoacetonitrilo|292640 - alfa-fenilacetoacetonitrilo
1896|292690|"Compuestos con función nitrilo (exc. acrilonitrilo; 1-cianoguanidina """"diciandiamida""""; fenproporex ..."""|"292690 - Compuestos con función nitrilo (exc. acrilonitrilo; 1-cianoguanidina """"diciandiamida""""; fenproporex ..."""
1897|292700|Compuestos diazoicos, azoicos o azoxi|292700 - Compuestos diazoicos, azoicos o azoxi
1898|292800|Derivados orgánicos de la hidrazina o de la hidroxilamina|292800 - Derivados orgánicos de la hidrazina o de la hidroxilamina
1899|292910|Isocianatos|292910 - Isocianatos
1900|292990|Compuestos con funciones nitrogenadas (exc. compuestos con función amina; compuestos aminados ...|292990 - Compuestos con funciones nitrogenadas (exc. compuestos con función amina; compuestos aminados ...
1901|293010|"Ditiocarbonatos """"xantatos y xantogenatos"""""""""|"293010 - Ditiocarbonatos """"xantatos y xantogenatos"""""""""
1902|293020|Tiocarbamatos y ditiocarbamatos (compuestos inorgánicos u orgánicos de mercurio)|293020 - Tiocarbamatos y ditiocarbamatos (compuestos inorgánicos u orgánicos de mercurio)
1903|293030|Mono-, di- o tetrasulfuros de tiourama|293030 - Mono-, di- o tetrasulfuros de tiourama
1904|293040|Metionina|293040 - Metionina
1905|293050|"Captafol """"ISO"""" y metamidofos """"ISO"""""""""|"293050 - Captafol """"ISO"""" y metamidofos """"ISO"""""""""
1906|293060|2-(N,N-Diethylamino)ethanethiol|293060 - 2-(N,N-Diethylamino)ethanethiol
1907|293070|Bis (2-hidroxietil) sulfuro (tiodiglicol (INN))|293070 - Bis (2-hidroxietil) sulfuro (tiodiglicol (INN))
1908|293080|Aldicarb (ISO), captafol (ISO) y metamidofos (ISO)|293080 - Aldicarb (ISO), captafol (ISO) y metamidofos (ISO)
1909|293090|Compuestos orgánicos de azufre (exc. tiocarbamatos y ditiocarbamatos, tiuram mono, di o tetrasulfuros, ...|293090 - Compuestos orgánicos de azufre (exc. tiocarbamatos y ditiocarbamatos, tiuram mono, di o tetrasulfuros, ...
1910|293100|Los demás compuestos órgano-inorgánicos|293100 - Los demás compuestos órgano-inorgánicos
1911|293110|Tetrametilo de plomo tetraetilo de plomo y|293110 - Tetrametilo de plomo tetraetilo de plomo y
1912|293120|Compuestos de tributilestaño|293120 - Compuestos de tributilestaño
1913|293131|Metilfosfonato de dimetilo|293131 - Metilfosfonato de dimetilo
1914|293132|Propilfosfonato de dimetilo|293132 - Propilfosfonato de dimetilo
1915|293133|Etilfosfonato de dietilo|293133 - Etilfosfonato de dietilo
